Start,End,Params,Evaluation
2021-08-30 11:30:05,2021-08-30 11:35:05,"{'bunker_time': 1355.0, 'reload_amplitude': 42.0, 'reload_time': 23.0, 'reload_repetition': 23.0, 'reload_stabilization_time': 329.0, 'tp_id': 0.0}",27.794117647058826
2021-08-30 11:40:07,2021-08-30 11:45:07,"{'bunker_time': 1826.0, 'reload_amplitude': 52.0, 'reload_time': 21.0, 'reload_repetition': 22.0, 'reload_stabilization_time': 324.0, 'tp_id': 0.0}",30.32967032967033
2021-08-30 11:45:09,2021-08-30 11:45:39,"{'bunker_time': 1422.0, 'reload_amplitude': 34.0, 'reload_time': 30.0, 'reload_repetition': 21.0, 'reload_stabilization_time': 378.0, 'tp_id': 0.0}",0.37396012248101984
2021-08-30 11:45:42,2021-08-30 11:46:12,"{'bunker_time': 2399.0, 'reload_amplitude': 32.0, 'reload_time': 31.0, 'reload_repetition': 11.0, 'reload_stabilization_time': 401.0, 'tp_id': 0.0}",0.6450132109998153
2021-08-30 11:46:14,2021-08-30 11:46:44,"{'bunker_time': 2113.0, 'reload_amplitude': 50.0, 'reload_time': 41.0, 'reload_repetition': 15.0, 'reload_stabilization_time': 599.0, 'tp_id': 0.0}",0.3418336120273102
2021-08-30 11:46:47,2021-08-30 11:47:17,"{'bunker_time': 2400.0, 'reload_amplitude': 30.0, 'reload_time': 24.0, 'reload_repetition': 10.0, 'reload_stabilization_time': 700.0, 'tp_id': 0.0}",0.08963759073200017
2021-08-30 11:52:19,2021-08-30 11:57:19,"{'bunker_time': 1321.0, 'reload_amplitude': 41.0, 'reload_time': 23.0, 'reload_repetition': 23.0, 'reload_stabilization_time': 328.0, 'tp_id': 0.0}",17.078651685393258
2021-08-30 11:58:25,2021-08-30 11:58:55,"{'bunker_time': 1859.0, 'reload_amplitude': 27.0, 'reload_time': 20.0, 'reload_repetition': 25.0, 'reload_stabilization_time': 542.0, 'tp_id': 0.0}",0.05989224364051626
2021-08-30 12:03:57,2021-08-30 12:08:57,"{'bunker_time': 1406.0, 'reload_amplitude': 47.0, 'reload_time': 21.0, 'reload_repetition': 21.0, 'reload_stabilization_time': 476.0, 'tp_id': 0.0}",24.705882352941174
2021-08-30 12:09:30,2021-08-30 12:10:00,"{'bunker_time': 2400.0, 'reload_amplitude': 48.0, 'reload_time': 20.0, 'reload_repetition': 25.0, 'reload_stabilization_time': 250.0, 'tp_id': 0.0}",0.6101819417336728
2021-08-30 12:15:02,2021-08-30 12:20:02,"{'bunker_time': 1275.0, 'reload_amplitude': 45.0, 'reload_time': 23.0, 'reload_repetition': 25.0, 'reload_stabilization_time': 315.0, 'tp_id': 0.0}",40.58823529411765
2021-08-30 12:25:05,2021-08-30 12:30:05,"{'bunker_time': 1270.0, 'reload_amplitude': 45.0, 'reload_time': 23.0, 'reload_repetition': 25.0, 'reload_stabilization_time': 310.0, 'tp_id': 0.0}",36.679245283018865
2021-08-30 12:35:54,2021-08-30 12:40:54,"{'bunker_time': 1200.0, 'reload_amplitude': 44.0, 'reload_time': 44.0, 'reload_repetition': 12.0, 'reload_stabilization_time': 618.0, 'tp_id': 0.0}",59.523809523809526
2021-08-30 12:45:56,2021-08-30 12:50:56,"{'bunker_time': 1200.0, 'reload_amplitude': 31.5, 'reload_time': 50.0, 'reload_repetition': 10.0, 'reload_stabilization_time': 700.0, 'tp_id': 0.0}",59.53846153846154
2021-08-30 12:55:59,2021-08-30 13:00:59,"{'bunker_time': 1200.0, 'reload_amplitude': 31.5, 'reload_time': 50.0, 'reload_repetition': 10.0, 'reload_stabilization_time': 700.0, 'tp_id': 0.0}",59.76833976833977
2021-08-30 13:01:48,2021-08-30 13:02:18,"{'bunker_time': 1200.0, 'reload_amplitude': 37.5, 'reload_time': 47.0, 'reload_repetition': 15.0, 'reload_stabilization_time': 614.0, 'tp_id': 0.0}",0.40832573804456085
2021-08-30 13:02:51,2021-08-30 13:03:21,"{'bunker_time': 1200.0, 'reload_amplitude': 25.0, 'reload_time': 44.0, 'reload_repetition': 12.0, 'reload_stabilization_time': 325.0, 'tp_id': 0.0}",0.9772531226973075
2021-08-30 13:03:53,2021-08-30 13:04:23,"{'bunker_time': 1200.0, 'reload_amplitude': 45.25, 'reload_time': 44.0, 'reload_repetition': 12.0, 'reload_stabilization_time': 619.0, 'tp_id': 0.0}",0.5778280610350872
2021-08-30 13:09:26,2021-08-30 13:14:26,"{'bunker_time': 2121.0, 'reload_amplitude': 54.0, 'reload_time': 24.0, 'reload_repetition': 24.0, 'reload_stabilization_time': 299.0, 'tp_id': 0.0}",44.83516483516483
2021-08-30 13:19:29,2021-08-30 13:24:29,"{'bunker_time': 2353.0, 'reload_amplitude': 52.0, 'reload_time': 21.0, 'reload_repetition': 13.0, 'reload_stabilization_time': 693.0, 'tp_id': 0.0}",32.44444444444444
2021-08-30 13:24:31,2021-08-30 13:25:01,"{'bunker_time': 2400.0, 'reload_amplitude': 37.5, 'reload_time': 47.0, 'reload_repetition': 16.0, 'reload_stabilization_time': 689.0, 'tp_id': 0.0}",0.754066857415364
2021-08-30 13:30:04,2021-08-30 13:35:04,"{'bunker_time': 1423.0, 'reload_amplitude': 54.0, 'reload_time': 29.0, 'reload_repetition': 22.0, 'reload_stabilization_time': 558.0, 'tp_id': 0.0}",58.13953488372093
